ticket_id,customer_id,date,topic,text,status,priority,resolved_in_days
5873a6e4-5405-4a1f-825e-ddd9d971c7c2,CUST_00153,2025-07-15,account,I need to update my business address and tax ID.,resolved,high,11.0
90ff3065-2a18-4a8a-a566-6752ab7d2bad,CUST_00153,2025-12-15,billing,I cancelled but was still billed. Please reverse this charge.,open,low,10.0
1e5e683e-9eea-44c0-a74f-ce6fa13ed481,CUST_00153,2025-04-23,account,I need to update my business address and tax ID.,pending,low,
4a677b27-ac32-4ffe-b1e1-184272a2417b,CUST_00153,2025-02-21,account,How do I export all my data before cancelling?,resolved,high,1.0
0803391b-c8e8-4c9a-b787-97ca53873238,CUST_00154,2025-06-24,feature,Is there a way to export data to Excel automatically?,resolved,medium,4.0
0804f0bd-a31a-43a6-ba1e-a374e761a576,CUST_00154,2025-07-21,feature,Can you add support for multiple currencies?,resolved,low,14.0
49a0ef2d-0549-4c9f-99e5-46984e033664,CUST_00154,2025-07-29,billing,I cancelled but was still billed. Please reverse this charge.,open,high,9.0
eed141c8-1980-4748-9e6f-24ae66a99ed4,CUST_00155,2025-01-29,technical,My bank connection keeps disconnecting every few days.,resolved,medium,9.0
9346ca85-4a9a-4dad-8fad-a810d4d51b59,CUST_00155,2025-04-21,account,I need to update my business address and tax ID.,open,low,
4f2487f5-2900-4b67-b1cb-8c4754033d74,CUST_00155,2026-02-15,technical,Reports are not loading and just show a blank screen.,pending,high,5.0
2b49cb88-2c8e-42ea-8e4b-7bd582055ebd,CUST_00155,2025-12-10,feature,Is there a way to export data to Excel automatically?,pending,medium,3.0
c9d6a5b5-f1b4-48f6-90ef-3a4a981747b9,CUST_00156,2026-04-15,technical,The app crashes every time I try to run payroll.,pending,high,11.0
aa84dd52-3c1e-440c-8b6b-e4872361564b,CUST_00156,2026-02-22,technical,The app crashes every time I try to run payroll.,open,high,
f476b337-90e3-476f-8e86-445d5467f2b9,CUST_00157,2025-01-06,account,I need to update my business address and tax ID.,open,medium,
c8c06bba-ec38-45cd-a142-8e3ac5f16633,CUST_00157,2024-09-18,billing,"My invoice shows the wrong amount, please help.",resolved,medium,4.0
daafc9d8-a194-4a90-94fb-c0917a7682e5,CUST_00157,2024-10-15,technical,My bank connection keeps disconnecting every few days.,pending,medium,3.0
c797c14e-81d1-4c69-b992-f9385afc6655,CUST_00158,2026-01-01,billing,I cancelled but was still billed. Please reverse this charge.,open,high,14.0
f4831305-6b48-4ed8-8dad-95fa8b1da7ab,CUST_00158,2026-01-06,technical,"I cannot log in to my account, password reset is not working.",resolved,high,12.0
fddf02c5-0e0f-4be4-a465-3ccd37959df4,CUST_00158,2025-11-25,billing,Why did my subscription price increase without notice?,resolved,medium,1.0
3a8ddb08-31be-4b0d-8ba5-b573048c2fae,CUST_00159,2026-03-13,feature,Please add a dark mode to the dashboard.,pending,medium,10.0
11a4585f-6a17-4e70-a52a-103f30748b0f,CUST_00159,2025-12-03,account,Can I downgrade my plan and keep my data?,open,high,7.0
5177b8f5-6a1d-4954-9cc1-ed5fac9dd9f0,CUST_00159,2025-08-08,technical,The app crashes every time I try to run payroll.,open,low,14.0
ae728fab-e001-4067-8a14-10e25cbaf11e,CUST_00160,2026-03-22,feature,Can you add support for multiple currencies?,resolved,high,4.0
e87b7b73-4c4a-4b6e-ade1-9b86da343828,CUST_00161,2026-01-11,technical,"I cannot log in to my account, password reset is not working.",pending,medium,9.0
7e8a69fb-e1b4-4f18-a230-4864722d49eb,CUST_00161,2026-04-12,technical,"I cannot log in to my account, password reset is not working.",pending,medium,9.0
51abc4f2-b972-4064-89fc-7e4453d078c7,CUST_00161,2026-03-13,account,How do I export all my data before cancelling?,open,high,12.0
8e60089a-99d1-4b52-8b73-fed42f8eeab6,CUST_00161,2025-09-28,technical,"I cannot log in to my account, password reset is not working.",resolved,high,7.0
65ad5871-4dc5-4305-845c-42d4128bd53c,CUST_00161,2025-10-10,feature,I need the ability to set recurring transactions.,pending,high,1.0
4dd57268-29f4-47e1-8ef4-5187df157eed,CUST_00161,2026-03-23,technical,My bank connection keeps disconnecting every few days.,pending,high,7.0
a0d112ca-29af-4885-a4f2-19ca1636ca5a,CUST_00161,2026-05-01,feature,I need the ability to set recurring transactions.,resolved,low,13.0
db7dda7b-a95b-41b3-8348-f3a86546a31b,CUST_00161,2025-10-30,billing,I was charged twice this month and need a refund immediately.,open,high,3.0
4826417a-45af-49c3-a809-dc82bc4c23a7,CUST_00162,2025-10-20,billing,Why did my subscription price increase without notice?,pending,low,5.0
d4a1eaa8-54ac-4f95-87eb-f8d972950ff6,CUST_00162,2026-03-19,billing,I cancelled but was still billed. Please reverse this charge.,open,high,12.0
e4f81f66-2d93-40bb-9f20-74788a2ceb2e,CUST_00162,2026-01-05,feature,I need the ability to set recurring transactions.,resolved,high,
d9655f7a-767f-4f57-9722-394833a6ee69,CUST_00164,2026-01-21,technical,My bank connection keeps disconnecting every few days.,open,low,
f8b1c12c-9f61-45e7-8218-55ac0648c5d4,CUST_00165,2026-04-05,technical,Reports are not loading and just show a blank screen.,open,low,2.0
6e84001a-f99a-417e-95c1-f9e85c8a9e19,CUST_00165,2026-05-01,account,Can I downgrade my plan and keep my data?,pending,low,6.0
178ad2f3-c365-42b6-9e4d-1bc52f375f49,CUST_00165,2026-05-12,billing,I was charged twice this month and need a refund immediately.,open,medium,10.0
1daa406f-2eb7-4eab-9584-03233641a21c,CUST_00165,2026-03-26,account,How do I export all my data before cancelling?,resolved,medium,12.0
a20295b2-320e-4b5a-a2bc-e34aca02e5f5,CUST_00165,2026-03-01,technical,The app crashes every time I try to run payroll.,open,high,8.0
db279042-9c47-47bd-b244-d5190cc32609,CUST_00165,2026-02-26,feature,Is there a way to export data to Excel automatically?,resolved,low,5.0
a25b7d4b-cf5b-49fb-9afd-cd51850262b1,CUST_00166,2026-03-16,feature,Please add a dark mode to the dashboard.,resolved,medium,
22688050-682a-4a09-bbea-48623c3fedd6,CUST_00167,2025-11-21,technical,My bank connection keeps disconnecting every few days.,resolved,high,8.0
5f682f55-63c4-407d-ae2b-a5fe9e7f530e,CUST_00167,2026-02-10,feature,I need the ability to set recurring transactions.,open,low,14.0
c6e9b0f5-0433-45dd-a0b9-61bff97c14a1,CUST_00167,2026-01-12,feature,Is there a way to export data to Excel automatically?,resolved,high,12.0
185f5aa4-2cc9-4a9b-86f6-9d83a77e1380,CUST_00168,2026-02-09,feature,Is there a way to export data to Excel automatically?,open,medium,5.0
173ee025-23ed-4cf5-b3f9-4ee65914bdc5,CUST_00169,2025-08-27,feature,Can you add support for multiple currencies?,open,medium,9.0
acf30151-d9f1-430a-ae34-b73fa2acf16e,CUST_00169,2025-02-08,account,How do I export all my data before cancelling?,resolved,medium,
61d290f1-213f-4b22-b28a-208d684350f4,CUST_00170,2025-02-05,technical,"I cannot log in to my account, password reset is not working.",open,medium,12.0
ed382d08-cbf3-4171-a66d-59b697acb868,CUST_00170,2025-08-04,billing,I cancelled but was still billed. Please reverse this charge.,pending,low,10.0
57c066b3-e29e-405a-a11b-c09a96a860e7,CUST_00170,2026-01-31,feature,Can you add support for multiple currencies?,pending,medium,14.0
9b358554-d906-4558-99d7-a52387fea29c,CUST_00170,2025-03-11,technical,"I cannot log in to my account, password reset is not working.",open,low,
14b79ef7-b913-4e05-b409-e0c648a26e63,CUST_00171,2025-12-13,feature,Please add a dark mode to the dashboard.,resolved,high,6.0
1e70fd78-0e6a-4e72-8856-0cb4522f1e92,CUST_00171,2025-08-25,account,How do I export all my data before cancelling?,pending,medium,11.0
6799db60-7ffe-4b26-a494-1020885d9843,CUST_00173,2026-05-18,feature,Please add a dark mode to the dashboard.,open,low,8.0
4fcc000e-c82b-4ca9-b00c-48eac4a571ec,CUST_00173,2025-12-14,technical,"I cannot log in to my account, password reset is not working.",pending,high,
708ac4c1-4c66-419e-9a21-a183cd85de20,CUST_00173,2025-12-13,feature,Is there a way to export data to Excel automatically?,open,high,7.0
25728d92-ee7d-458c-a2d0-d5a9ac7f331c,CUST_00173,2026-03-08,technical,My bank connection keeps disconnecting every few days.,open,low,8.0
7d68bcea-bd48-4e7a-a825-28fef839026e,CUST_00175,2025-09-27,feature,Is there a way to export data to Excel automatically?,resolved,low,1.0
483c2a08-363c-4fe2-9e20-08523ad654df,CUST_00176,2026-03-24,feature,Can you add support for multiple currencies?,resolved,high,
e8e4ed41-8c73-4bd9-95d9-e2063717d425,CUST_00176,2026-04-18,technical,"I cannot log in to my account, password reset is not working.",open,high,8.0
8014a38d-72ee-4961-b7b4-d5fee2a490a4,CUST_00176,2026-01-19,account,How do I export all my data before cancelling?,open,medium,5.0
23cac7e7-1156-4c2a-a568-ce1752f90df2,CUST_00176,2026-04-18,feature,Is there a way to export data to Excel automatically?,resolved,high,
ebb116b2-aa30-48ee-9a78-7344a9af0f78,CUST_00176,2025-12-15,account,I need to update my business address and tax ID.,resolved,low,10.0
9f8f2ee8-a39a-4ed7-8ade-47bedc851108,CUST_00176,2025-10-21,billing,I cancelled but was still billed. Please reverse this charge.,open,high,
eb26d1c3-66db-422f-9879-062c63a5c130,CUST_00176,2025-10-31,technical,The app crashes every time I try to run payroll.,pending,high,13.0
6d18bfaa-02a1-486c-a2ce-a46334a159b1,CUST_00176,2026-04-30,feature,I need the ability to set recurring transactions.,resolved,high,6.0
dd6279ae-5e58-481f-a549-2dd65b16ccc5,CUST_00177,2026-05-02,feature,Is there a way to export data to Excel automatically?,open,medium,12.0
24dcf0f5-a2bd-414d-99cc-3a3b9d3beff5,CUST_00177,2024-08-25,technical,My bank connection keeps disconnecting every few days.,resolved,low,
2da64942-ab98-46a4-8a4e-13c5b03663ce,CUST_00177,2024-10-07,account,How do I export all my data before cancelling?,open,high,8.0
dda1cb22-01be-48ef-89bc-e686733d9412,CUST_00177,2025-01-02,billing,I cancelled but was still billed. Please reverse this charge.,pending,high,10.0
846ab9cf-e468-4023-8b49-fd6064b5bc63,CUST_00178,2025-09-16,technical,"I cannot log in to my account, password reset is not working.",open,high,1.0
9850a065-e475-4321-abbb-ae25bf7eb2bc,CUST_00178,2025-07-08,technical,My bank connection keeps disconnecting every few days.,pending,low,
f8f69d21-929f-48b2-92f6-f454726edf08,CUST_00179,2026-02-28,account,Can I downgrade my plan and keep my data?,open,medium,
16cfe1cc-6dcd-4789-879d-da875e356904,CUST_00180,2025-12-05,account,How do I export all my data before cancelling?,resolved,low,10.0
2a5bd269-b2ef-47c9-a150-74c5a56d67ca,CUST_00181,2025-05-05,technical,The app crashes every time I try to run payroll.,open,high,
30ce1a67-9c10-4f07-a0d1-979ef95d31cd,CUST_00181,2025-12-05,technical,Reports are not loading and just show a blank screen.,pending,medium,2.0
0fa2a7db-7639-4bb6-89dd-2259300234a3,CUST_00182,2026-02-12,billing,I was charged twice this month and need a refund immediately.,open,high,10.0
57e3bd99-c37f-4766-972a-5f43ece7c73b,CUST_00182,2026-02-13,feature,I need the ability to set recurring transactions.,pending,high,2.0
2b0acfa2-2ad4-4477-aa58-49d1ee202cab,CUST_00182,2026-02-14,technical,Reports are not loading and just show a blank screen.,open,medium,1.0
6f45d055-224a-42ca-8568-5ac7578e96c5,CUST_00183,2025-08-09,account,I need to update my business address and tax ID.,resolved,high,1.0
124798b4-aa72-412b-9357-a77abf94a0f0,CUST_00184,2025-08-29,billing,I cancelled but was still billed. Please reverse this charge.,open,medium,7.0
7130a91e-246a-43a3-b39e-a21180726473,CUST_00184,2026-04-04,billing,I was charged twice this month and need a refund immediately.,pending,low,11.0
2747c04a-f394-4f20-8961-e0edc15e1e24,CUST_00185,2026-04-20,account,How do I export all my data before cancelling?,open,medium,9.0
c5e60011-0a5d-4269-96bd-b246259eda97,CUST_00186,2024-11-21,technical,"I cannot log in to my account, password reset is not working.",open,medium,11.0
185fe56c-450a-4ff7-9e46-9912de334b06,CUST_00186,2024-11-10,feature,Is there a way to export data to Excel automatically?,resolved,low,13.0
d6cc4e65-f94a-42b7-bc4d-ebd565da2bc1,CUST_00187,2024-12-16,feature,I need the ability to set recurring transactions.,resolved,low,6.0
e10be2b6-8568-4afd-a1d8-4fdff6623aaf,CUST_00187,2026-02-08,account,I need to update my business address and tax ID.,resolved,high,7.0
e5ea3b68-05b9-492f-9cd6-b964e48a3953,CUST_00189,2026-04-28,billing,I was charged twice this month and need a refund immediately.,open,high,3.0
8dbe1f64-5900-4893-a4ae-42d5a8d6b455,CUST_00189,2026-04-30,billing,I was charged twice this month and need a refund immediately.,pending,low,14.0
6253a8a9-a846-49b7-8ae8-32ddbece6fca,CUST_00189,2026-01-08,billing,I cancelled but was still billed. Please reverse this charge.,resolved,high,2.0
bc529942-4abe-410a-9f1a-d34feb235cad,CUST_00190,2025-09-05,technical,The app crashes every time I try to run payroll.,open,medium,14.0
f6afe37d-6059-446f-8c09-922c1a1d853c,CUST_00190,2025-09-09,account,How do I add a second user to my account?,pending,low,14.0
67746dc6-0288-4484-a343-d6abbc6b3aba,CUST_00190,2026-02-24,account,I need to update my business address and tax ID.,resolved,medium,
99f4cfdf-eaa2-456e-82b0-0b5fe4959e9a,CUST_00190,2026-04-30,billing,I cancelled but was still billed. Please reverse this charge.,pending,medium,3.0
8bd1e0e7-b2da-455d-a123-b91e76b5e53d,CUST_00191,2026-05-20,feature,Please add a dark mode to the dashboard.,resolved,low,5.0
6ee855bc-b429-400b-a490-2e13aad59401,CUST_00192,2026-03-30,technical,"I cannot log in to my account, password reset is not working.",open,low,1.0
5fce6863-466f-43c0-908f-65a6e07703a3,CUST_00192,2026-05-10,account,Can I downgrade my plan and keep my data?,pending,low,6.0
9eb7fbe8-7bbb-4860-93bd-50ffb2dffd1f,CUST_00193,2025-08-18,technical,Reports are not loading and just show a blank screen.,pending,high,14.0
d13ad8e4-ed00-4157-be51-97ec8c44b45a,CUST_00193,2025-12-14,feature,Is there a way to export data to Excel automatically?,resolved,low,10.0
795f57c1-a275-45f9-b95a-1746514bccc2,CUST_00193,2025-06-17,feature,Please add a dark mode to the dashboard.,pending,high,11.0
874e765a-aef1-463d-8db4-244f3853958c,CUST_00193,2025-07-28,account,I need to update my business address and tax ID.,pending,high,7.0
05dcf529-f490-411d-8ec1-0454a2476caf,CUST_00193,2026-02-12,feature,Please add a dark mode to the dashboard.,pending,high,14.0
0059949f-0ee7-4f0c-bc7c-c917f6418eb8,CUST_00193,2026-01-22,technical,The app crashes every time I try to run payroll.,open,high,
6b14f6cf-e0b3-48f1-880b-d61021960102,CUST_00194,2025-12-21,billing,"My invoice shows the wrong amount, please help.",pending,low,4.0
6a244ab5-8ed3-41cf-9109-469731f828c8,CUST_00194,2026-01-28,feature,Is there a way to export data to Excel automatically?,pending,high,6.0
32754898-14df-4dc8-868c-e7235380a23b,CUST_00195,2025-10-10,feature,Is there a way to export data to Excel automatically?,resolved,medium,12.0
d852a485-63ef-4c2e-ba96-b0a8ed6876d3,CUST_00195,2025-09-22,technical,"I cannot log in to my account, password reset is not working.",open,medium,
0824eba1-21bf-4ba5-911e-a89392b92450,CUST_00195,2026-02-12,billing,I cancelled but was still billed. Please reverse this charge.,resolved,high,6.0
7498b500-7606-4cdf-9def-0ce570d75983,CUST_00195,2025-12-26,technical,"I cannot log in to my account, password reset is not working.",open,medium,7.0
a8af05f1-a40e-4dc1-b90f-a18afc80dd18,CUST_00196,2025-09-08,account,How do I export all my data before cancelling?,pending,low,
f1712389-8b01-4af4-ba18-44fa5cb0f41e,CUST_00196,2024-10-31,account,How do I export all my data before cancelling?,pending,medium,5.0
e70ebd86-b5bc-4324-ad97-81ce8dff2587,CUST_00196,2024-12-15,technical,Reports are not loading and just show a blank screen.,open,medium,
be3c6e53-35d1-449e-a7a3-e12759d09d35,CUST_00197,2026-05-11,feature,Is there a way to export data to Excel automatically?,open,low,14.0
1be457d2-f365-4c4f-9a56-aa55b125859a,CUST_00197,2026-04-10,billing,I cancelled but was still billed. Please reverse this charge.,open,high,6.0
8369e380-8557-4d7e-84d6-0f939793a694,CUST_00197,2026-05-07,account,Can I downgrade my plan and keep my data?,pending,high,9.0
c6409c3f-dd2b-4b49-ad07-50924f914fdb,CUST_00198,2026-05-22,technical,The app crashes every time I try to run payroll.,pending,high,4.0
6ebf485e-d890-43aa-8029-bf554da85645,CUST_00198,2026-03-07,feature,I need the ability to set recurring transactions.,open,high,
00231891-60b7-43e9-97d4-3a409fe02c3c,CUST_00198,2026-03-30,billing,Why did my subscription price increase without notice?,pending,low,4.0
c4537452-9604-458b-8387-fd2342b9ec59,CUST_00198,2025-11-25,account,Can I downgrade my plan and keep my data?,open,low,14.0
6ea435b4-2e2c-44e2-beab-9803f17dcd23,CUST_00199,2025-10-06,billing,I was charged twice this month and need a refund immediately.,open,high,8.0
8f3bd0a5-0bf6-4202-b6c5-411a961cbc7f,CUST_00199,2026-02-17,billing,Why did my subscription price increase without notice?,open,high,8.0
2331a68b-ad47-4df8-942b-112cfcc6826c,CUST_00199,2025-09-01,billing,"My invoice shows the wrong amount, please help.",open,low,12.0
03638979-2f79-4b19-940f-f3b9e8a8b3c2,CUST_00201,2026-03-06,technical,My bank connection keeps disconnecting every few days.,open,medium,4.0
826551a0-820c-4874-aba5-0af67852c186,CUST_00201,2025-03-03,billing,I was charged twice this month and need a refund immediately.,resolved,medium,
44b7dfaa-1e34-4071-b2a1-eef25d7ae8ac,CUST_00201,2025-05-27,feature,Is there a way to export data to Excel automatically?,pending,high,7.0
0f29e7f4-20b0-4189-9d29-5389ac0ff6ea,CUST_00202,2024-11-12,account,How do I export all my data before cancelling?,resolved,high,
e0c0744b-4041-49ee-a9cb-7567009ece7e,CUST_00202,2025-06-12,technical,My bank connection keeps disconnecting every few days.,open,low,7.0
56033e00-4379-4b5b-a2f3-d07a0596e640,CUST_00202,2024-10-15,billing,Why did my subscription price increase without notice?,resolved,low,
57cfcfd5-9b77-4c4c-adbe-931fd8cd45ea,CUST_00202,2025-11-29,billing,I was charged twice this month and need a refund immediately.,open,low,
83562655-3d1c-419a-9c65-56dea59780c5,CUST_00202,2026-04-26,feature,I need the ability to set recurring transactions.,pending,medium,11.0
c47d8319-0e0b-4814-a759-9707c57f19f9,CUST_00202,2025-08-31,technical,Reports are not loading and just show a blank screen.,resolved,high,
468ba4dd-f495-419e-9589-8c10dadd9f75,CUST_00202,2026-01-07,account,I need to update my business address and tax ID.,resolved,low,7.0
239c8b2b-8fb0-416f-b360-35e1f8d0c68f,CUST_00202,2024-10-28,billing,I was charged twice this month and need a refund immediately.,open,high,2.0
d9bfada6-86d4-40eb-9130-5d823d14239b,CUST_00203,2025-06-26,account,How do I export all my data before cancelling?,resolved,high,5.0
6d33b897-8cc1-4782-afce-5757c3407f82,CUST_00203,2024-09-25,technical,"I cannot log in to my account, password reset is not working.",pending,high,1.0
3d350f52-5265-4e16-866b-91b0544e2ee1,CUST_00205,2026-05-18,billing,I was charged twice this month and need a refund immediately.,pending,low,2.0
348d728e-39bb-463e-9bc4-1f053559f408,CUST_00205,2025-03-22,billing,I cancelled but was still billed. Please reverse this charge.,open,medium,12.0
ab0c06d9-8356-4988-a4d7-a15cc697b42a,CUST_00205,2025-07-15,billing,Why did my subscription price increase without notice?,open,low,13.0
077adb20-57a7-4ebf-961a-6ee4d1123e24,CUST_00206,2025-06-09,technical,My bank connection keeps disconnecting every few days.,open,low,
4e28502f-f0bc-4644-b612-36fc3de1e90e,CUST_00206,2025-07-14,account,I need to update my business address and tax ID.,resolved,low,
38c6e9bc-2360-4631-8910-1022f509f499,CUST_00206,2026-03-25,account,How do I add a second user to my account?,open,low,
526d842f-0961-40d1-b9a0-4a0e5ec54452,CUST_00207,2025-11-28,technical,Reports are not loading and just show a blank screen.,pending,low,4.0
7a306579-3039-444c-b02d-d3bede12e717,CUST_00207,2026-02-05,account,How do I add a second user to my account?,pending,medium,13.0
8fa06b3c-f4db-4704-83bb-98fdd899fc29,CUST_00208,2026-03-14,account,How do I add a second user to my account?,resolved,low,7.0
b6f54708-6a67-42d8-b370-35e16bf43ce5,CUST_00208,2026-04-24,technical,Reports are not loading and just show a blank screen.,pending,high,8.0
900d5e32-61dc-4dda-8a07-11dcd8f26e1e,CUST_00208,2026-04-17,account,How do I add a second user to my account?,resolved,medium,10.0
e17a03c0-eb99-46b4-86e3-e5d422e60929,CUST_00209,2026-03-12,account,How do I add a second user to my account?,pending,medium,13.0
c509af97-8bf9-41e0-95b8-c76a185064d1,CUST_00209,2026-05-01,billing,"My invoice shows the wrong amount, please help.",pending,low,
196f6660-9ded-49ee-9ac9-7b5bc4cbca18,CUST_00210,2026-03-05,feature,I need the ability to set recurring transactions.,open,high,
e05192ed-568e-4f64-951b-11674f779271,CUST_00210,2026-04-02,billing,I was charged twice this month and need a refund immediately.,resolved,high,6.0
a71fbcc7-0417-4c61-ab44-6f649f45dee9,CUST_00212,2026-01-24,account,How do I add a second user to my account?,pending,low,9.0
08445f19-47f9-4ca4-a8ed-147f096780b3,CUST_00212,2025-09-16,feature,Can you add support for multiple currencies?,resolved,low,10.0
0b90df52-af20-42ee-b999-e43ca105cb93,CUST_00213,2026-02-21,billing,I cancelled but was still billed. Please reverse this charge.,pending,low,14.0
c71a7d8e-a119-44db-abca-a4b17270fadf,CUST_00213,2026-03-05,technical,The app crashes every time I try to run payroll.,resolved,high,9.0
a34dd7a7-b8cb-4de2-83d2-57e1e826492b,CUST_00213,2026-05-12,account,How do I export all my data before cancelling?,pending,medium,
8d579080-9697-4d4d-bea7-0bf07af7a24b,CUST_00213,2026-02-01,billing,Why did my subscription price increase without notice?,open,low,7.0
a384bdb2-2a88-4441-b662-4e01e18faf59,CUST_00215,2026-01-26,billing,I cancelled but was still billed. Please reverse this charge.,resolved,medium,
2551712b-8e66-47de-930e-8b34fbf9f003,CUST_00216,2025-08-27,billing,I cancelled but was still billed. Please reverse this charge.,resolved,high,2.0
54ee296c-ed25-48ed-8ca1-edbc56bf470f,CUST_00216,2026-02-27,feature,Can you add support for multiple currencies?,pending,medium,11.0
9b986503-a421-4e3b-961e-6fd996dcb8af,CUST_00216,2026-01-18,feature,Please add a dark mode to the dashboard.,open,medium,5.0
cd12039e-846e-4ad1-bbfa-c451da51fc8d,CUST_00216,2024-11-14,feature,Is there a way to export data to Excel automatically?,pending,low,10.0
dbbfa5ae-2501-4527-b287-edf005df5419,CUST_00218,2026-02-24,feature,Is there a way to export data to Excel automatically?,open,high,6.0
a73b0335-5cdf-4139-8509-1af6aa534fe1,CUST_00218,2025-10-15,feature,Please add a dark mode to the dashboard.,pending,high,12.0
9a83211b-37b0-4d3e-9bdd-54735e68a265,CUST_00218,2026-01-12,feature,Please add a dark mode to the dashboard.,resolved,high,3.0
f10141b0-75e4-4511-adee-1e66c5804de8,CUST_00218,2025-08-05,technical,My bank connection keeps disconnecting every few days.,open,high,
dc35d5a1-ab7f-4867-b009-0ec725fff4ec,CUST_00218,2025-12-27,feature,Can you add support for multiple currencies?,resolved,high,8.0
48b3dd68-3674-4e37-b2b1-395f34d2f843,CUST_00218,2025-06-20,billing,"My invoice shows the wrong amount, please help.",open,high,10.0
b25c23c0-2552-4bcc-940b-e8ac6005bf79,CUST_00218,2025-12-21,account,Can I downgrade my plan and keep my data?,open,low,2.0
778b05ad-4004-485a-9251-a6b1f1deb2cc,CUST_00219,2025-05-18,technical,Reports are not loading and just show a blank screen.,open,high,1.0
fff6d26b-553c-45e6-805a-e444b3d940e9,CUST_00219,2026-02-26,account,How do I add a second user to my account?,open,high,
a23d5b9d-c44c-4ab6-9594-62df7a81cf70,CUST_00220,2026-05-01,billing,Why did my subscription price increase without notice?,pending,low,1.0
f829c137-fc61-4146-8ebb-999a16d03a49,CUST_00220,2026-01-05,account,How do I export all my data before cancelling?,pending,low,11.0
d9380159-bcad-4f68-b95d-01e1751228c1,CUST_00220,2025-06-13,billing,I was charged twice this month and need a refund immediately.,pending,high,
84f0b51b-1a9f-4145-a514-cece2ed1dc7c,CUST_00222,2025-08-04,technical,Reports are not loading and just show a blank screen.,pending,high,14.0
fb7b9432-0177-4dc4-a504-0ad14f4520cc,CUST_00222,2026-01-05,billing,Why did my subscription price increase without notice?,pending,medium,4.0
cf91442f-a5c7-4a61-abba-3e8b425d2c10,CUST_00222,2025-10-12,account,How do I export all my data before cancelling?,open,high,13.0
3b6e8b6f-c0a1-49e5-82b4-3894fe2a227f,CUST_00223,2026-02-20,technical,The app crashes every time I try to run payroll.,open,low,3.0
d3dbb961-c57a-4534-aaa7-974039e5e266,CUST_00223,2026-05-07,feature,Is there a way to export data to Excel automatically?,pending,medium,14.0
bd89513b-4b7a-4c30-a641-b96dadb76f31,CUST_00223,2026-05-11,billing,"My invoice shows the wrong amount, please help.",resolved,medium,
e53947f2-5e67-4c9c-a464-722505744f8b,CUST_00224,2025-11-02,technical,"I cannot log in to my account, password reset is not working.",open,medium,9.0
088471ce-2703-40ba-a470-53e804fcb42c,CUST_00224,2026-04-03,technical,Reports are not loading and just show a blank screen.,resolved,high,5.0
6d7ff4ab-07b0-4d8e-b01d-62e58089e5cb,CUST_00224,2026-04-19,billing,I cancelled but was still billed. Please reverse this charge.,resolved,medium,3.0
bc627eb2-8ffc-48b5-8dfb-01aa7e4561ff,CUST_00225,2026-03-19,billing,I cancelled but was still billed. Please reverse this charge.,open,low,7.0
6aa1bb94-c2b6-454b-91e2-eecd1136f971,CUST_00226,2026-01-13,account,How do I export all my data before cancelling?,resolved,high,7.0
061517f8-ba81-47d5-9de1-3a7f3164160f,CUST_00227,2025-11-06,account,How do I add a second user to my account?,resolved,high,2.0
ea7e15fd-8d1d-4dab-947f-ea5952a143f3,CUST_00227,2025-10-01,technical,"I cannot log in to my account, password reset is not working.",pending,high,
1be3a998-6121-4116-b2dd-6f4879bc518b,CUST_00227,2026-03-18,account,Can I downgrade my plan and keep my data?,open,low,4.0
94213bad-c7eb-4539-877d-3959103d6c0e,CUST_00228,2025-08-11,account,How do I add a second user to my account?,resolved,low,7.0
2cae0e90-4bba-464e-8f88-a974115d6b6f,CUST_00229,2026-04-08,account,How do I export all my data before cancelling?,open,medium,14.0
4e82835d-d006-4409-9fa8-36e97371a8ae,CUST_00229,2025-12-31,account,How do I add a second user to my account?,pending,low,3.0
2a352792-3d19-4a37-a48c-03189f63ce09,CUST_00229,2026-02-02,billing,I cancelled but was still billed. Please reverse this charge.,pending,low,12.0
2e698e5e-38d8-4080-8e18-6abefaf13831,CUST_00230,2024-10-20,billing,I cancelled but was still billed. Please reverse this charge.,open,high,
e972e687-bbfa-4f5e-9506-99b7a4f9f85f,CUST_00230,2024-10-21,account,Can I downgrade my plan and keep my data?,resolved,high,
197978ff-c1b7-491f-985a-9b8ea9533ec8,CUST_00231,2026-05-07,technical,My bank connection keeps disconnecting every few days.,open,low,
a229c0ea-86b5-4fac-ab8a-74f4aec05fb3,CUST_00231,2026-05-19,account,I need to update my business address and tax ID.,open,high,13.0
bbd25412-b797-4e4e-a7d3-44bc70ff1a5e,CUST_00233,2025-05-19,account,How do I add a second user to my account?,resolved,medium,2.0
8c1763d4-9f84-4af7-ab1f-67805fcb0ec9,CUST_00233,2026-05-14,account,How do I add a second user to my account?,open,medium,6.0
651af8b6-17c0-406a-9d58-8f9e54018d54,CUST_00233,2026-02-12,technical,My bank connection keeps disconnecting every few days.,resolved,medium,7.0
ae525799-549f-4189-ae2e-d346a1cbf835,CUST_00233,2026-01-26,account,Can I downgrade my plan and keep my data?,resolved,medium,
104724fb-1590-4288-8a3d-3eff9026a4ff,CUST_00234,2026-05-13,billing,I was charged twice this month and need a refund immediately.,open,medium,14.0
500a8cc2-7622-457e-bdb4-81f60b0508cd,CUST_00234,2025-09-17,billing,Why did my subscription price increase without notice?,resolved,high,
3acd4c30-2c39-41a8-9ad6-c7c9795de018,CUST_00234,2026-01-21,account,I need to update my business address and tax ID.,pending,high,10.0
